SMILE,IC50,Source
CN(C)CCCC1=CC(=CC=C1)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl,5,Pubchem
CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C[C@@](C(=O)N4C)(C=C)F)C5CCCC5)OC,5,Pubchem
C[C@H]([C@H]1C(=O)NCCCCCC[N+]2=CN(C(=C2)C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)CCCCCCCCC4=CC=CC=C4)OP(=O)(O)O,5,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,5,Pubchem
C[C@H]([C@H]1C(=O)N[C@@H](CCCNC(=O)[C@H](C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C)CCCCCCCCC3=CC=CC=C3)C(=O)N)OP(=O)(O)O,5,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=CC=C(C=C4)C(=O)NC5CCN(CC5)C)C,5,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4OC(F)(F)F)OC,5,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCF,5,Pubchem
CC1=C(C=C(C=C1)N2CCN(CC2)C)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)[O-])C,5,Pubchem
CN(C)CC(=O)N1CCC2=CC(=C(C=C21)NC3=NC=C(C(=N3)NC4=C(C=CS4)C(=O)OC)[N+](=O)[O-])OC,5.13,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C(=C4)F)C(=O)NC5CCOCC5)OCCO)C,5.14,Pubchem
COC1=C(C=CC(=C1)N2CCC(CC2)N3CCCC3)NC4=NC=C(C(=N4)NC5=C(C=CS5)C(=O)OC)[N+](=O)[O-],5.26,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,5.31,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=C(C=C2)CCO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,5.5,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=C(C=CC=C2F)OC3=CC=CC(=C3)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,5.5,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,5.6,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)C)C,5.75,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)C)OCCO)C,5.76,Pubchem
CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,5.8,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)O)C,5.89,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C#N)OC,6,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=S)N)OCC4=CC=CC=C4C(F)(F)F)OC,6,Pubchem
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC5CCN(CC5)C)C(=O)N,6,Pubchem
C1CC2=C(C3=NC(=NC=C31)NC4=CC=CC=C4)N(N=C2C(=O)N)CC(F)(F)F,6,Pubchem
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC=CC=N5)C(=O)N,6,Pubchem
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC=CC=C5)C(=O)N,6,Pubchem
CCN1C2=C(CCC3=CN=C(N=C32)NC4=C(C=CC(=C4)N5CCN(CC5)C)OC(F)(F)F)C(=N1)C(=O)N,6,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C=C,6,Pubchem
CN1CCC(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(C=C5C(=O)N)C,6,Pubchem
C[C@H]([C@H]1C(=O)NCCCCC[N+]2=CN(C(=C2)C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)CCCCCCCCC4=CC=CC=C4)OP(=O)(O)O,6,Pubchem
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC5CCN(CC5)C)C(=O)N,6,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=S)N)OCC4=CC=CC=C4C(F)(F)F)OC,6,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C#N)OC,6,Pubchem
CN(C)CC(=O)N1CCC2=CC(=C(C=C21)NC3=NC=C(C(=N3)NC4=C(SC=C4)C(=O)OC)[N+](=O)[O-])OC,6.19,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=C(C=CC=C2F)OC3=CC=CC=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,6.6,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC(C)C)OCCO)C,6.86,Pubchem
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N,7,Pubchem
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC5CCN(CC5)C)C(=O)N,7,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,7,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCCl,7,Pubchem
CN(C)CCCC1=CC(=C(C=C1)OC(F)(F)F)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl,7,Pubchem
CC[C@@H]1C2=C(N=CN2C3=CN=C(N=C3N1C4CCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC)C(=O)N(C)O,7,Pubchem
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC5CCN(CC5)C)C(=O)N,7,Pubchem
CN1C2=C(CCC3=CN=C(N=C32)NC4=C(C=CC(=C4)CO)OC)C(=N1)C(=O)N,7,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,7.06,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C(=C4)F)C(=O)NC(C)C)OCCO)C,7.2,Pubchem
CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C(=C4)F)C(=O)NC5CCCC5)OCCO)C,7.28,Pubchem
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)C3=CN=C4N3C=C(C=C4)CO)C(=O)N,7.3,Pubchem
CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=C(C=CS4)C(=O)OC)[N+](=O)[O-])OC,7.35,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C(=C4)F)C(=O)NCC)OCCO)C,7.99,Pubchem
COC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,8,Pubchem
COC1=CC2=C(C=C1)N(C=N2)C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F,8,Pubchem
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC(=NC=C5)N6CCNCC6)C(=O)N,8,Pubchem
CCN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,8,Pubchem
CC(C)C1=C(C=C(C=C1)CCCN(C)C)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl,8,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)N4C=CN=C4C5=CC=CC=C5)C,8,Pubchem
C[C@H]([C@H]1C(=O)NCCCCC[N+]2=CN(C(=C2)C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)C)CCCCCCCCC3=CC=CC=C3)OP(=O)(O)O,8,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,8,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,8,Pubchem
COC1=CC2=C(C=C1)N(C=N2)C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F,8,Pubchem
COC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,8,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,8,Pubchem
CN1CCC(=CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,8,Pubchem
CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=C(SC=C5)C(=O)OC)[N+](=O)[O-])OC,8.13,Pubchem
C[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5=CCN(C=C5)C)OC)C,8.4,Pubchem
C[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,8.6,Pubchem
CC[C@@H]1C2=C(N=CN2C3=CN=C(N=C3N1C(C)C)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C#N,8.6,Pubchem
C[C@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,8.7,Pubchem
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)N4CC5=C(C4)C(=CC=C5)N(C)S(=O)(=O)C)C(F)(F)F,8.8,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C(F)(F)F)C(=O)N)Br,9,Pubchem
CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,9,Pubchem
CN1CCC(CC1)OC2=CC3=C(C=C2)N=CN3C4=CC(=C(S4)C(=O)N)OCC5=CC=CC=C5C(F)(F)F,9,Pubchem
CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC5CCN(CC5)C)C(=O)N,9,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=CC(=N3)C4=CC5=C(N4C)CCNC5=O,9,Pubchem
COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)O,9,Pubchem
C[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCNCC5)OC)C,9,Pubchem
CC(C)(C1=NC(=CC=C1)N2C=C(C3=CN=C(N=C32)NC4=CC=C(C=C4)C(=O)NC5CCOCC5)F)O,9,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C(F)(F)F)C(=O)N)Br,9,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)OCCO)C,9.31,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCOCC5)OCCO)C,9.42,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=C(C=C2)CCOCC3=CC=CC=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,9.7,Pubchem
C[C@H](C1=C(C=C(C=C1)CNC(C)(C)C)OC(F)F)OC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N,9.8,Pubchem
CCC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,9.9,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C5CCN(CC5)C)OC)C,9.9,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C(=C4)F)C(=O)NC)OCCO)C,9.97,Pubchem
COC1=C(C=C(C=C1)NC2=NC=C3CC(=O)NC4=C(C3=N2)C=CC(=C4)I)OC,10,Pubchem
CN(C)CCCC1=CC(=C(C=C1)OC)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl,10,Pubchem
C[C@H]([C@H]1C(=O)NCCCC[N+]2=CN(C(=C2)C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)CCCCCCCCC4=CC=CC=C4)OP(=O)(O)O,10,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,10,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)[O-])C,10,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)CCO)C,10.17,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C(=C4)F)C(=O)NCCN5CCN(CC5)C)OCCO)C,10.17,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CS4)OC,11,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)Br,11,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)Br,11,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CS4)OC,11,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=C(C=CC=C2F)OC3=CC=CC(=C3)OCC4=CC=CC=C4)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]5CCCN5C(=O)C)OP(=O)(O)O,11.2,Pubchem
CC1=CC(=CC=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,12,Pubchem
CS(=O)(=O)C1=CC2=C(C=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F,12,Pubchem
CC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,12,Pubchem
COC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,12,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)Cl,12,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4)OC,12,Pubchem
C[C@H](C1=C(C=C(C=C1)CNC2CC2)Cl)OC3=C(SC(=C3)C4=CN=C5N4C=CC=C5)C(=O)N,12,Pubchem
C[C@H](C1=C(C=C(C=C1)CN2CCNC(=O)C2)Cl)OC3=C(SC(=C3)C4=CN=C5N4C=CC=C5)C(=O)N,12,Pubchem
C1CCC(C1)NC(=O)C2=CC=C(C=C2)NC3=NC=C4CC(=O)NC5=C(C4=N3)C=CC(=C5)Cl,12,Pubchem
CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(CCC(=O)N4C)C5CCCC5)OC,12,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OCC)C,12,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4)OC,12,Pubchem
CC1=CC(=CC=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,12,Pubchem
COC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,12,Pubchem
CC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,12,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)Cl,12,Pubchem
CS(=O)(=O)C1=CC2=C(C=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F,12,Pubchem
COC1=CC=C(C=C1)COC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,13,Pubchem
C[C@H](C1=C(C=C(C=C1)CN2CCC(CC2)F)Cl)OC3=C(SC(=C3)C4=CN=C5N4C=CC=C5)C(=O)N,13,Pubchem
COC1=CC=C(C=C1)COC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,13,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCCl,13,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)OC)C,13.97,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC(=NC=C4)Br)OC,14,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)F,14,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2C[C@H](CN2C(=O)C)OCCCCC3=CC=CC=C3)OP(=O)(O)O,14,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC(=NC=C4)Br)OC,14,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)F,14,Pubchem
CC1=CC=CC=C1NC2=NC=C3CCC4=C(C3=N2)N(N=C4C(=O)N)C,14,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)C(F)(F)F,15,Pubchem
CC1=CC=CC=C1NC2=NC=C3CCC4=C(C3=N2)N(N=C4C(=O)N)C,15,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCOC,15,Pubchem
CC1=CC=CC=C1NC2=NC=C3CCC4=C(C3=N2)N(N=C4C(=O)N)C,15,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=CC(=N3)C4=CC(=CN4C)C(=O)N,15,Pubchem
CN1CCC(CC1)NC(=O)C2=C(C=C(C=C2)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC,15,Pubchem
CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,15,Pubchem
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)C(F)(F)F,15,Pubchem
C[C@H]([C@H](C(=O)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC1=CN=CN1)NC(=O)[C@@H](CC(C)C)NC(=O)CN(CCCCCCC2=CC=CC=C2)C(=O)C)OP(=O)(O)O,15,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC)OCCO)C,15.66,Pubchem
C[C@H](C1=C(C=C(C=C1)CN2CCS(=O)(=O)CC2)Cl)OC3=C(SC(=C3)C4=CN=C5N4C=CC=C5)C(=O)N,16,Pubchem
C[C@H](C1=C(C=C(C=C1)CNC)Cl)OC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N,16,Pubchem
CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=C5C(=C(C=C4)N6CCN(CC6)C)C=CN5C)O,16,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=CC=C(C=C4)S(=O)(=O)NC)C,16.05,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4CCCCC4)OC,17,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CSC=C4)OC,17,Pubchem
CC(=O)C1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,17,Pubchem
C[C@H](C1=C(C=C(C=C1)CN2CCN(CC2)C)Cl)OC3=C(SC(=C3)C4=CN=C5N4C=CC=C5)C(=O)N,17,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,17,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN(N=N1)CCCCCCCCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,17,Pubchem
CC(=O)C1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,17,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4CCCCC4)OC,17,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CSC=C4)OC,17,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)C3CCCN3C(=O)C)OP(=O)(O)O,17,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C(C)C)OCCO)C,17.29,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NCCN5CCOCC5)OCCO)C,17.9,Pubchem
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C5=CC=CC=C5)C(=O)N,18,Pubchem
CN1C=C(C=C1C2=NC(=NC=C2)NC3=C(C=CC(=C3)N4CCNCC4)OC(F)(F)F)C(=O)N,18,Pubchem
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=CC(=N3)C4=CC(=CN4CC(F)(F)F)C(=O)N,18,Pubchem
COC1=C(C=C(C=C1)NC2=NC=C3CC(=O)NC4=C(C3=N2)C=CC(=C4)C(F)(F)F)OC,18,Pubchem
C[C@H](C1=C(C=C(C=C1)CNCCCO)Cl)OC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N,19,Pubchem
CC(C)(C1=NC(=CC=C1)N2C=C(C3=CN=C(N=C32)NC4=CC=C(C=C4)N5C[C@H]6C[C@@H]5CN6)F)O,19,Pubchem
C[C@H]([C@H](C(=O)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC1=CN=CN1)NC(=O)[C@@H](CC(C)C)NC(=O)CCCCCCCCC2=CC=CC=C2)OP(=O)(O)O,19,Pubchem
CCN\1C(=O)/C(=C/NC2=CC=CC(=C2)CCN3CCCC3)/S/C1=C(\C#N)/C(=O)NC(F)(F)F,19,Pubchem
C[C@H](C1=C(C=C(C=C1)CN2CCC(C2)O)Cl)OC3=C(SC(=C3)C4=CN=C5N4C=CC=C5)C(=O)N,20,Pubchem
C[C@H](C1=C(C=C(C=C1)CNC(C)(C)C)C(F)F)OC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N,20,Pubchem
C1=C(C=C(C2=C1[N+](=C(S2)C(=O)N)[O-])[N+](=O)[O-])SC(F)(F)F,20,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C(=C4)F)C(=O)NCCN5CCOCC5)OCCO)C,20,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)N)OCCO)C,20.72,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC(=CC(=C4)CCC(=O)O)Cl,21,Pubchem
CC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)Cl)C(=O)N,21,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC(=CC=C4)N)OC,21,Pubchem
