SMILE,Source,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
Cc1cscc1-c1noc2cnc(N[C@@H](C)c3ccccc3)cc12,CHEMBL,active,335.432,5.43282,1,5,6.108462542
COC1=C(C=C(C=C1)NC2=NC=C3CC(=O)NC4=C(C3=N2)C=CC(=C4)I)OC,Pubchem,active,488.285,4.0036,2,6,8
COC1=NC=C2C=C3C=NC=CC3=C(C2=N1)[N+](=O)[O-],Pubchem,active,256.221,2.0948,0,6,6.53165267
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4C(F)(F)F)OC,Pubchem,active,459.449,5.57368,0,7,6.15490196
C1=CC(=C(C(=C1)Cl)N/N=C(\C#N)/C(=O)NN)Cl,Pubchem,active,272.095,1.27478,3,5,6.207608311
CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=CN(C4=N3)C5=CC=CC(=N5)N=S(=O)(C)C)F,Pubchem,active,494.6,3.8091,1,9,6.415668776
CCN\1C(=O)/C(=C\NC2=CC=C(C=C2)NC(=O)COC)/S/C1=C(/C#N)\C(=O)OCC,Pubchem,active,430.486,0.60208,2,9,6.301029996
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,CHEMBL,active,502.501,2.4686,2,9,8.522878745
CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,CHEMBL,active,454.439,3.2773,3,9,8
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C=C,Pubchem,active,514.512,3.0321,2,9,9
CCn1c(=O)/c(=C/Nc2cccc(CCN3CCCC3)c2)s/c1=C(\C#N)C(=O)NC(F)(F)F,CHEMBL,active,479.528,1.72838,2,7,7.721246399
C[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCNCC5)OC)C,Pubchem,active,493.612,2.8245,3,8,8.045757491
CN1CCN(c2ccc(Nc3ncc4c(F)cn(-c5cccc(C6(F)COC6)n5)c4n3)cc2)CC1,CHEMBL,active,477.519,3.645,1,8,7.619788758
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC(=CC(=C4)CCC(=O)O)Cl,Pubchem,active,434.927,5.57262,2,5,7.677780705
Cn1nc(C(N)=O)c2c1-c1nc(Nc3cccc(C(F)(F)F)c3)ncc1CC2,CHEMBL,active,388.353,2.837,2,6,7.292429824
CC1=C2C=NC(=NN2C(=N1)C3=CC(=CC=C3)OC4=CC=CC=C4)NC5=CC(=C(C(=C5)OC)OC)OC,Pubchem,active,483.528,5.66142,1,9,6.301029996
COc1ccc2c3cc[n+](CCCc4ccccc4)c(C)c3n(Cc3cccc(Cl)c3)c2c1.[Br-],CHEMBL,active,535.913,3.73752,0,2,6.047207557
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC)C(=O)N,Pubchem,active,427.913,4.9879,1,6,9
CC(C)(C)OC(=O)N1CCC2=C(C1=O)C=C(N2C)C3=NC(=NC=C3)NC4=C(C=CC(=C4)N5CCN(CC5)C)OC(F)(F)F,Pubchem,active,601.63,4.8095,1,10,6.087777943
CC[C@@H]1C(=O)NC2=CN=C(N=C2N1C3CCCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC,Pubchem,active,521.666,3.9226,3,8,7.42945706
CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)C3=CN=C4N3C=CC(=C4)CO)C(=O)N,Pubchem,active,427.913,4.4474,2,6,7.036212173
C1CC1CN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,Pubchem,active,290.323,2.25589,1,5,6.327902142
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4F)C(=N1)C(=O)N,Pubchem,active,338.346,1.9573,2,6,6.903089987
CCCNC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c(OCCO)c1,CHEMBL,active,496.612,3.2351,3,8,7.389978975
CCN\1C(=O)/C(=C\NC2=CC=C(C=C2)CCN3CCCC3)/S/C1=C(/C#N)\C(=O)NCC(F)(F)F,Pubchem,active,493.555,1.77088,2,7,7
C1CC1CN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,Pubchem,active,290.323,2.25589,1,5,6.113509275
CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=C3)C,Pubchem,active,283.291,0.5237,0,7,6.280668713
CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)NC4=CC=C(C=C4)S(=O)(=O)NCC(C)C)C,Pubchem,active,498.613,2.7811,2,9,6.054186873
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cn(CCCCCCCCc2ccccc2)cn1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,CHEMBL,active,862.963,0.9805,8,11,6.494850022
COc1cc(Nc2ncc3c(n2)N(C2CCCC2)CC(F)(F)C(=O)N3C)ccc1C(=O)NC1CCN(C)CC1,CHEMBL,active,543.619,3.4135,2,8,7.823908741
C[C@H]([C@H]1C(=O)NCCCCCC[N+]2=CN(C(=C2)C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)CCCCCCCCC4=CC=CC=C4)OP(=O)(O)O,Pubchem,active,946.117,2.0779,8,10,7.356547324
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC(=NC=C5)NCCO)C(=O)N,Pubchem,active,534.041,5.4455,3,8,9
C[C@H](C1=C(C=C(C=C1)CN2CCNC(=O)C2)Cl)OC3=C(SC(=C3)C4=CN=C5N4C=CC=C5)C(=O)N,Pubchem,active,510.019,3.8869,2,7,7.920818754
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=NC(=NC=C5)NC6CCN(CC6)C)C(=O)N,Pubchem,active,588.137,5.9424,2,9,9
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4CCO)CCNC5=O)n3)c2)CC1,CHEMBL,active,531.539,2.6173,3,9,6.991399828
CCCNC(=O)C1=CC(=C(C=C1)NC2=NC=C3C(=N2)N([C@@H](C(=O)N3C)CC)C4CCCC4)OCCO,Pubchem,active,496.612,3.2351,3,8,7.389978975
CN(C)CCCc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)ccc1F,CHEMBL,active,455.99,5.4693,2,5,8.698970004
CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=C(SC=C4)C(=O)OC)C#N)OC,Pubchem,active,507.62,4.22258,2,11,8.573488739
CCNC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c(OCCO)c1,CHEMBL,active,482.585,2.845,3,8,7.669992299
C[C@@H](Oc1cc(-n2cnc3cc(-c4cn[nH]c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL,active,497.502,5.7348,2,6,9
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NCC(C)C)ccc43)nc2N1C1CCCC1,CHEMBL,active,474.609,4.3103,1,6,6.915423722
CN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)N(C3CCCC3)CC(F)(F)C(=O)N4C)cc2)CC1,CHEMBL,active,513.593,3.4049,2,7,9
C[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC6CCCC6)C,Pubchem,active,561.731,4.4795,2,8,7.397940009
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,Pubchem,active,502.501,2.4686,2,9,8.522878745
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C#N)OC,Pubchem,active,434.477,3.65378,1,8,8.22184875
O=C1Cc2cnc(Nc3ccccc3)nc2-c2ccc(Cl)cc2N1,CHEMBL,active,336.782,4.0352,2,4,6.431798276
COc1cc2ncn(-c3cc(OCc4ccccc4)c(C(=O)O)s3)c2cc1OC,CHEMBL,active,410.451,4.3814,1,7,6.199998172
Cc1ccccc1COc1cc(-n2cnc3ccccc32)sc1C(N)=O,CHEMBL,active,363.442,4.07332,1,5,7.920818754
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccncc4)ccc32)sc1C(N)=O)c1ccccc1Cl,CHEMBL,active,474.973,6.0413,1,6,9
CN1CCN(CCCNc2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,CHEMBL,active,559.597,2.7662,3,10,6.974694135
CN1CCC(CC1)OC2=CC3=C(C=C2)N=CN3C4=CC(=C(S4)C(=O)N)OCC5=CC=CC=C5,Pubchem,active,462.575,4.2379,1,7,7.161150909
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC(=CC=C4)Cl,Pubchem,active,362.864,5.55542,1,4,6.91721463
COc1ccc2c(c1)NC(=O)Cc1cnc(Nc3cccc(O)c3)nc1-2,CHEMBL,active,348.362,3.096,3,6,6.075720714
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=CC=C2C3=CC=CC=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,Pubchem,active,939.061,2.6475,8,11,7.366531544
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,CHEMBL,active,532.527,1.9239,3,10,8.698970004
CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3cc(F)c(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL,active,573.677,4.46298,2,10,8.657577319
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc(NC5CCN(C)CC5)nc4)ccc32)sc1C(N)=O)c1ccccc1Cl,CHEMBL,active,587.149,6.5474,2,8,8.698970004
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NCCN(C)C)cc3OCCO)nc2N1C1CCCC1,CHEMBL,active,525.654,2.3867,3,9,7.419987887
C1=CC=C(C(=C1)COC2=C(SC(=C2)C3=C4C=CC=CN4N=C3)C(=O)N)C(F)(F)F,Pubchem,active,417.412,4.7595,1,5,6.886056648
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=NC=C4)OC,Pubchem,active,410.455,3.1771,1,8,6.886056648
CN(C)CCCc1cc(Cl)cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,CHEMBL,active,472.445,5.9836,2,5,9
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,CHEMBL,active,507.639,3.1667,2,8,8.958607315
CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NC4CCCC4)cc3OCCO)nc2N1C1CCCC1,CHEMBL,active,540.64,3.9068,3,8,8.410050399
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCCc1c(F)cccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,CHEMBL,active,987.077,3.302,8,12,6.8569852
CN1CCC(CC1)NC2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,Pubchem,active,516.528,3.2229,3,9,6.698970004
COC1=CC=CC(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,Pubchem,active,441.488,2.60349,2,7,6.017728767
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,CHEMBL,active,873.972,4.17032,3,15,6.00656377
CN1C2=C(CCC3=CN=C(N=C32)NC4=C(C=CC(=C4)NC(=O)[C@@H]5CCCN5)OC(F)(F)F)C(=N1)C(=O)N,Pubchem,active,516.484,2.4073,4,9,7.356547324
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL,active,618.827,4.2672,2,9,8.602059991
CC[C@@H]1C2=C(N=CN2C3=CN=C(N=C3N1C4CCCCC4)NC5=C(C=C(C(=C5)F)C(=O)NC6CCN(CC6)C)OC)C#N,Pubchem,active,587.704,4.85308,2,10,8.886056648
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCOC6CCOCC6,Pubchem,active,616.645,3.1272,2,11,7.366531544
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O)[C@@H](C)OP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(N)=O,CHEMBL,active,1813.855,-7.3096,23,25,7.129947418
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,CHEMBL,active,481.35,3.1162,0,5,6
CC[C@]1(CN(C2=NC(=NC=C2N(C1=O)C)NC3=C(C=C(C=C3)C(=O)NC4CCN(CC4)C)OC)C5CCCC5)F,Pubchem,active,553.683,3.8965,2,8,8.698970004
COc1cc(Nc2ncc3c(C)nc(-c4ccc(F)cc4)n3n2)cc(OC)c1OC,CHEMBL,active,409.421,4.00822,1,8,7.096910013
Cc1cc(-c2ccc3c(c2)ncn3-c2cc(O[C@H](C)c3ccccc3C(F)(F)F)c(C(N)=O)s2)ccn1,CHEMBL,active,522.552,6.71512,1,6,9
COc1cc2ncn(-c3cc(OCC4CCCCC4)c(C(N)=O)s3)c2cc1OC,CHEMBL,active,415.515,4.1622,1,7,7.769551079
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CN(N=C5)C)C(=O)N,Pubchem,active,477.977,5.3798,1,7,9
C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccccc1CO,CHEMBL,active,393.468,3.794,2,6,7.055517328
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC5CCN(CC5)C)C(=O)N,Pubchem,active,511.047,5.4523,1,7,8.698970004
CC(=O)C1=CN=C(N=C1NC2CCCC2)NC3=CC=C(C=C3)N4CCN(CC4)C,Pubchem,active,394.523,3.5291,2,7,6.461803422
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(Cl)c(Cl)c1)NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)OP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(N)=O,CHEMBL,active,1736.624,-4.8922,21,23,7.123378084
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,CHEMBL,active,320.356,1.8182,2,6,7.167491087
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1Cc2c[n+](cn2CCCCCCCCc2ccccc2)CCCCCNC(=O)[C@H]([C@@H](C)OP(=O)(O)O)NC(=O)[C@H](CO)NC1=O,CHEMBL,active,932.09,1.6878,8,10,8.22184875
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc[nH]4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL,active,496.514,6.3398,2,5,8.301029996
CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)C(F)(F)F)C,Pubchem,active,337.261,1.0596,0,7,6.07007044
C[C@H](C1=C(C=C(C=C1)CNC(C)(C)C)OC(F)F)OC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N,Pubchem,active,514.598,5.7912,2,7,8.008773924
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,Pubchem,active,466.541,4.354,2,6,6.26760624
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C(=C3)F)C(=O)NC4CCOCC4)OCCO)C,Pubchem,active,530.601,2.609,3,9,7.278931698
C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCNC(=O)C2)cc1Cl,CHEMBL,active,510.019,3.8869,2,7,7.920818754
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1CC1CCCCC1,CHEMBL,active,573.746,4.79332,2,10,7.657577319
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1C4CCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC)C,Pubchem,active,545.692,4.15562,2,10,6.140261434
CC(C)(C1=NC(=CC=C1)N2C=C(C3=CN=C(N=C32)NC4=CC=C(C=C4)N5CCNCC5)F)O,Pubchem,active,447.518,3.3352,3,8,7.22184875
CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C(C)C,CHEMBL,active,529.649,3.78968,2,10,8.065501549
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,Pubchem,active,469.544,3.95838,0,9,6.100179498
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C#N)OC,Pubchem,active,434.477,3.65378,1,8,8.22184875
O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CC1CC1,CHEMBL,active,290.323,2.25589,1,5,6.113509275
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4CCCCC4)OC,Pubchem,active,415.515,4.1622,1,7,7.769551079
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,Pubchem,active,521.666,3.5568,2,8,9.096910013
O=C(O)Cc1cn(CC(O)CN2CCCCC2)c2ccccc12,CHEMBL,active,316.401,2.1152,2,4,6.387216143
CN1C2=C(CCC3=CN=C(N=C32)NC4=C(C=CC(=C4)N5CC[N+](CC5)(C)[O-])OC(F)(F)F)C(=N1)C(=O)N,Pubchem,active,518.5,2.4812,2,9,6.896196279
COc1ccc(CO)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,CHEMBL,active,380.408,1.3191,3,8,8.15490196
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,CHEMBL,active,500.607,2.886,2,10,6.906578315
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC4=CC=NC=C4,Pubchem,active,341.371,2.48359,1,6,6.050609993
COc1cc2ncn(-c3cc(OCC4CCCO4)c(C(N)=O)s3)c2cc1OC,CHEMBL,active,403.46,2.7609,1,8,6.599997654
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCF)CC4)c2)CC1,CHEMBL,active,534.518,2.9011,2,9,8.397940009
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1,CHEMBL,active,475.475,2.975,2,8,7.823908741
C[C@@H](C1=CC=CC=C1)NC2=NC=C3C=NN(C3=C2)C4=CC=CC=C4C(=O)N,Pubchem,active,357.417,3.6925,2,5,7.301029996
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OCCO)nc2N1C1CCCC1,CHEMBL,active,551.692,2.9193,3,9,8.369572125
CCN(CC)CCN(C)C1=CC(=C(C=C1)OC(F)(F)F)NC2=NC=C3CCC4=C(C3=N2)N(N=C4C(=O)N)C,Pubchem,active,532.571,3.4948,2,9,7.22184875
CN(C)CCCN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,CHEMBL,active,573.624,2.7905,2,10,7.337242168
C[C@H]([C@H]1C(=O)NCCCCC[N+]2=CN(C(=C2)C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)CCCCCCCCC4=CC=CC=C4)OP(=O)(O)O,Pubchem,active,932.09,1.6878,8,10,8.22184875
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCO/N=C/C2=CSC(=N2)N(C3=CC=CC=C3)C(=O)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,Pubchem,active,1018.101,1.1494,8,16,6.785156152
CC(=O)N(c1ccccc1)c1nc(/C=N/OCCCCCCn2cncc2C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O)cs1,CHEMBL,active,1018.101,1.1494,8,16,6.785156152
CCNCc1ccc([C@@H](C)Oc2cc(-c3cnc4ccccn34)sc2C(N)=O)c(Cl)c1,CHEMBL,active,454.983,5.0646,2,6,7.677780705
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C(F)(F)F)C(=O)N)Br,Pubchem,active,496.308,5.5462,1,5,8.045757491
CCCNS(=O)(=O)C1=CC=C(C=C1)NC2=NC=C3C(=N2)N([C@@H](C(=O)N3C)CC)C4CCCC4,Pubchem,active,472.615,3.4125,2,7,7.459420283
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,Pubchem,active,521.666,3.5568,2,8,6.974694135
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1CC3=CC=CC=C3)NC4=C(C=C(C=C4)C5CCN(CC5)C)OCC)C,Pubchem,active,514.674,5.1897,1,7,6.537602002
NC(=O)c1nn(CCF)c2c1CCc1cnc(Nc3ccccc3OC(F)(F)F)nc1-2,CHEMBL,active,436.369,3.1493,2,7,7.585026652
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=C(C=CC=C2F)OC3=CC=CC=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,Pubchem,active,973.05,2.9119,8,12,7.180456064
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1Cc2c[n+](cn2CCCCCCCCc2ccccc2)CCCCCCNC(=O)[C@H]([C@@H](C)OP(=O)(O)O)NC(=O)[C@H](CO)NC1=O,CHEMBL,active,946.117,2.0779,8,10,7.356547324
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3O)nc2N1C1CCCC1,CHEMBL,active,478.597,4.1022,3,7,8.229884705
CC1=CSC=C1C2=NOC3=CN=C(C=C32)N[C@@H](C)C4=CC=CC=C4,Pubchem,active,335.432,5.43282,1,5,6.108462542
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3[nH]nc(C(N)=O)c3CC4)c2)CC1,CHEMBL,active,488.474,2.4582,3,8,8.397940009
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCCCC4=CC=CC=C4)OC,Pubchem,active,437.521,4.2147,1,7,7.214670165
C1COC2=C(O1)C=CC(=C2)C(=O)NNC(=O)/C=C/C3=CC=C(C=C3)[N+](=O)[O-],Pubchem,active,369.333,1.8404,2,6,6.920818754
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1Cc2c[n+](cn2CCCCCCCCc2ccccc2)CCCCCCNC(=O)[C@H]([C@@H](C)OP(=O)(O)O)NC(=O)[C@H](CO)NC1=O,CHEMBL,active,946.117,2.0779,8,10,8.301029996
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4)C(=N1)C(=O)O,Pubchem,active,321.34,2.4175,2,6,6.958607315
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCF)CC4)c2)CC1,CHEMBL,active,534.518,2.9011,2,9,8.301029996
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=C(C=C4)S(=O)(=O)C)OC,Pubchem,active,487.559,3.1856,1,9,6.900008766
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(=O)O)nn3C)CC4)c2)CC1,CHEMBL,active,503.485,3.0679,2,9,8
CN1C2=C(CCC3=CN=C(N=C32)NC4=C(C=CC(=C4)C5CCN(CC5)CCCN(C)C)OC(F)(F)F)C(=N1)C(=O)N,Pubchem,active,572.636,3.8479,2,9,7.37675071
COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC,CHEMBL,active,459.428,4.88792,1,8,7.522878745
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)N(C)C)s3)c2cc1OC,CHEMBL,active,505.518,5.4038,0,7,6
Cc1cc(NC(=O)/N=c2/[nH]cc(CCNc3cc(Nc4nc[nH]n4)ncn3)s2)c(C(F)(F)F)o1,CHEMBL,active,494.463,3.43552,5,9,6.142667504
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC(C)C)ccc43)nc2N1C1CCCC1,CHEMBL,active,460.582,4.0627,1,6,7.009883234
CS(=O)(=O)C1=CC2=C(C=C1)N(C=N2)C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F,Pubchem,active,495.504,4.1872,1,7,6.602059991
