SMILE,Source,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CCC1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NC4CCCC4)cc3OCCO)nc2N1C1CCCC1,CHEMBL,active,540.64,3.9068,3,8,8.137868621
CN1CCC(=CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,Pubchem,active,499.497,3.4357,2,8,8.096910013
CCN1CCC(CC1)OC2=CC=C(C=C2)NC3=NC=C4C(=CN(C4=N3)C5=CC=CC(=N5)C(C)(C)O)F,Pubchem,active,490.583,4.7887,2,8,7.408935393
CN(C)CCCC1=CC(=C(C=C1)OC(F)(F)F)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl,Pubchem,active,521.996,6.2288,2,6,8.15490196
CN(C)CCCC1=C(C(=CC=C1)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl)OC,Pubchem,active,468.026,5.3388,2,6,6.327902142
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CN(N=C5)CCCN(C)C)C(=O)N,Pubchem,active,549.1,5.7945,1,8,8.698970004
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC=CC=N5)C(=O)N,Pubchem,active,508.525,6.4067,1,6,8.22184875
CCN\1C(=O)/C(=C\NC2=CC=C(C=C2)OCCN(C)C)/S/C1=C(/C#N)\C(=O)NCC(F)F,Pubchem,active,465.526,0.77578,2,8,7.13076828
CCNC(=O)/C(C#N)=c1\s/c(=C/Nc2cccc(C(=O)NCCCN3CCCC3)c2)c(=O)n1CC,CHEMBL,active,496.637,0.80588,3,8,6.462180905
CN(C)CCCC1=CC(=C(C=C1)C(F)(F)F)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl,Pubchem,active,505.997,6.349,2,5,8.397940009
C[C@H](Nc1cc2c(-c3cc(Cl)cc(CCCO)c3)noc2cn1)c1ccccc1,CHEMBL,active,407.901,5.6412,2,5,7.004364805
CN1C=C(C=C1C2=NC(=NC=C2)NC3=C(C=CC(=C3)N4CCNCC4)OC(F)(F)F)C(=O)N,Pubchem,active,461.448,2.6328,3,8,7.744727495
C[C@H]([C@H]1C(=O)N2[C@@H](CC[C@H]2OCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)C3=CC(=CC(=C3)OCCOCCOCCOCCOC)OCCOCCOCCOCCOC)C(=O)N[C@@H](CC(C)C)C(=O)OC)OP(=O)(O)O,Pubchem,active,1197.233,-1.6577,8,22,6.080921908
COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1,CHEMBL,active,379.441,3.7735,1,6,7.552841969
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1C[C@H](CCCCCCCCc2ccccc2)C(=O)NCCC[C@@H](C(N)=O)NC(=O)[C@H]([C@@H](C)OP(=O)(O)O)NC(=O)[C@H](CO)NC1=O,CHEMBL,active,951.069,0.3325,10,11,8.301029996
Cn1cc(C(N)=O)cc1-c1ccnc(Nc2cc(N3CCNCC3)ccc2OC(F)(F)F)n1,CHEMBL,active,461.448,2.6328,3,8,7.744727495
CC[C@@H]1c2c(CO)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL,active,560.703,3.9445,3,10,8.657577319
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C5=CC(=NC=C5)Cl)C(=O)N,Pubchem,active,542.97,7.0601,1,6,7.27572413
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(NN=C5C4=N3)C(=O)N,Pubchem,active,488.474,2.4582,3,8,8.397940009
CSc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,CHEMBL,active,366.45,2.5401,2,7,7.013228266
CC(=O)N1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(N4Cc5cccc(N(C)S(C)(=O)=O)c5C4)n3)cc2)CC1,CHEMBL,active,589.644,3.8235,1,8,8.055517328
COc1ccc(Nc2ncc3c(n2)-c2ccc(OC)cc2NC(=O)C3)cc1,CHEMBL,active,362.389,3.399,2,6,6.455931956
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1CC3=CC(=CC=C3)Br)NC4=C(C=C(C=C4)C5CCN(CC5)C)OCC)C,Pubchem,active,593.57,5.9522,1,7,6.26760624
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC4=CC=NC=C4,Pubchem,active,341.371,2.48359,1,6,6.050609993
COc1ccc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc1OC,CHEMBL,active,361.405,3.86052,1,7,7.045757491
CCOC(=O)/C(C#N)=c1\s/c(=C/Nc2ccc(C(C)=O)cc2)c(=O)n1CC,CHEMBL,active,385.445,1.21978,1,8,7.091514981
COc1cc2ncn(-c3cc(OCc4ccncc4)c(C(N)=O)s3)c2cc1OC,CHEMBL,active,410.455,3.1771,1,8,6.886056648
CC1=CC(=C(C=C1)NC(=S)NCCNC2=NC=CC(=N2)C(F)(F)F)C,Pubchem,active,369.416,3.51074,3,4,6
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4=CC=C(C=C4)C(C)(C)C)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC)C,Pubchem,active,623.806,5.71072,2,10,6.860120914
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccccc3OC)nc2N1Cc1ccc(F)cc1,CHEMBL,active,445.502,4.72832,1,8,6.039053804
CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=C(C=CS4)C(=O)OC)[N+](=O)[O-])OC,Pubchem,active,499.553,3.4805,2,12,8.432973634
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C5=CC=NC=C5)C(=O)N,Pubchem,active,474.973,6.0413,1,6,8.698970004
Cc1cccc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)c1,CHEMBL,active,342.446,5.21044,1,4,6.324221658
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OCCO)C,Pubchem,active,551.692,2.9193,3,9,8.369572125
COc1ccc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)cc1,CHEMBL,active,358.445,4.91062,1,5,6.153044675
COc1cc2ncn(-c3cc(OCc4ccnc(Br)c4)c(C(N)=O)s3)c2cc1OC,CHEMBL,active,489.351,3.9396,1,8,7.853871964
C1COC2=C(O1)C=CC(=C2)C(=O)NNC(=O)/C=C/C3=CC=C(C=C3)F,Pubchem,active,342.326,2.0713,2,4,6.229147988
C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC(C)(C)C)cc1F,CHEMBL,active,466.582,5.3289,2,6,7.337242168
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC)C(=O)N,Pubchem,active,461.465,5.3533,1,6,8.522878745
Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CC[N+](C)([O-])CC4)ccc3OC(F)(F)F)ncc1CC2,CHEMBL,active,518.5,2.4812,2,9,6.896196279
CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL,active,555.687,4.32388,2,10,8.823908741
CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,CHEMBL,active,491.491,5.0616,1,7,6
COC1=CC=C(C=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,Pubchem,active,379.441,3.7735,1,6,7.455931956
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,Pubchem,active,862.963,0.9805,8,11,8.397940009
C[C@H](C1=C(C=C(C=C1)CN(C)C)Cl)OC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N,Pubchem,active,454.983,5.0167,1,6,7.657577319
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)OP(=O)(O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC5=CC(=C(C=C5)Cl)Cl)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)C,Pubchem,active,1864.755,-6.1419,23,25,7.409046765
COCCn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)ncc1CC2,CHEMBL,active,546.554,2.578,2,10,7.823908741
C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL,active,544.599,5.8177,1,7,8.698970004
CC(C)(O)c1cccc(-n2cc(F)c3cnc(Nc4ccc(C(=O)NC5CCOCC5)cc4)nc32)n1,CHEMBL,active,490.539,3.8344,3,8,8.045757491
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCN,Pubchem,active,531.543,1.8903,3,10,7.48148606
CC(Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)ccc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL,active,538.57,5.7562,1,6,6.721246399
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=O)CCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,CHEMBL,active,853.952,0.4377,9,10,6.769551079
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL,active,521.666,3.5568,2,8,8.585026652
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)OP(=O)(O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC5=CC(=C(C=C5)Cl)Cl)NC(=O)[C@H]([C@@H](C)O)NC(=O)C,Pubchem,active,1736.624,-4.8922,21,23,7.123378084
CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,Pubchem,active,428.437,2.5364,0,8,7.619788758
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4Cl)OC,Pubchem,active,443.912,4.4355,1,7,8.698970004
CC(C)N1C(=O)C2=CN=C(N=C2N1C3=CC=CC(=N3)C(C)(C)O)NC4=CC=C(C=C4)N5CCN(CC5)C,Pubchem,active,502.623,3.2809,2,10,6.769551079
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1CC3=CC(=CS3)C)NC4=C(C=C(C=C4)C5CCN(CC5)C)OCC)C,Pubchem,active,534.73,5.55962,1,8,6.903089987
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC=NC=C5)C(=O)N,Pubchem,active,474.973,6.0413,1,6,9
CC1=CC=C(C=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,Pubchem,active,363.442,4.07332,1,5,7.15490196
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCF,Pubchem,active,534.518,2.9011,2,9,8.397940009
CC(C)(O)c1cccc(-n2cc(F)c3cnc(Nc4ccc(N5C[C@@H]6C[C@H]5CN6)cc4)nc32)n1,CHEMBL,active,459.529,3.4761,3,8,7.522878745
CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=C(SC=C4)C(=O)OC)[N+](=O)[O-])OC,Pubchem,active,499.553,3.4805,2,12,8.330683119
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4OC(F)(F)F)C(=N1)C(=O)N,Pubchem,active,404.352,2.7168,2,7,6.931814138
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CC4)cc3OCCO)nc2N1C1CCCC1,CHEMBL,active,494.596,2.9875,3,8,7.518414064
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL,active,466.541,4.354,2,6,6.26760624
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCO/N=C\C2=C(C=CC=C2F)OC3=CC=CC=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,Pubchem,active,988.021,1.9397,8,14,7.040958608
Cc1nn(-c2cc(Cl)cc(Cl)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12,CHEMBL,active,397.309,6.20882,1,4,6.19314197
Cc1cccc(-c2noc3cnc(N[C@@H](C)c4ccccc4)cc23)c1,CHEMBL,active,329.403,5.37132,1,4,6.260427656
CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,Pubchem,active,431.439,5.3447,1,5,8.045757491
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C(C)C)CC4)cc3OCCO)nc2N1C1CCCC1,CHEMBL,active,579.746,3.6979,3,9,7.762205007
C[C@H]([C@H]1C(=O)NCCCCC[N+]2=CN(C(=C2)C[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)C)CCCCCCCCC3=CC=CC=C3)OP(=O)(O)O,Pubchem,active,721.813,1.1659,7,8,8.096910013
O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CC1CC1,CHEMBL,active,290.323,2.25589,1,5,6.113509275
C1=CC=C(C(=C1)COC2=C(SC(=C2)C3=CN=C4N3C=CC=C4)C(=O)N)C(F)(F)F,Pubchem,active,417.412,4.7595,1,5,7.657577319
CCCNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(c2ccn(C)n2)C(CC)C(=O)N3C)cc1,CHEMBL,active,484.586,2.5351,2,9,6.337147767
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC(=NC=C5)N6CCN(CC6)C)C(=O)N,Pubchem,active,606.674,6.1585,1,8,8.522878745
CCC1=C(C(=CC=C1)CC)NC(=O)C2=NN(C3=C2CCC4=CN=C(N=C43)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC)C,Pubchem,active,622.774,4.929,3,9,6.625251654
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCCC4=CC=CC=C4)OC,Pubchem,active,423.494,3.8246,1,7,6.886056648
CC(C)n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,CHEMBL,active,502.623,3.2809,2,10,6.769551079
CN1CCN(c2ccc(Nc3ncc4c(=O)n(-c5cccc(Cl)c5)n(-c5cccc(C(C)(C)O)n5)c4n3)cc2)CC1,CHEMBL,active,571.085,4.3426,2,10,7.050609993
CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=C(SC=C4)C(=O)OC)Br)OC,Pubchem,active,561.506,5.1134,2,10,8.8569852
COC(=O)c1sccc1Nc1nc(Nc2ccc(N3CCC(N(C)C)CC3)cc2OC)ncc1Br,CHEMBL,active,561.506,5.1134,2,10,8.8569852
C1CC1CN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,Pubchem,active,290.323,2.25589,1,5,6.113509275
CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C=C,Pubchem,active,514.512,3.0321,2,9,8.22184875
C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C(F)(F)F)C(=O)N)Br,Pubchem,active,496.308,5.5462,1,5,8.045757491
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,Pubchem,active,862.963,0.9805,8,11,8.251811973
COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CHEMBL,active,561.609,3.5526,2,8,8.698970004
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC(=CC(=C4)CCC(=O)N)Cl,Pubchem,active,433.943,4.97332,2,5,7.494850022
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,CHEMBL,active,477.464,4.8009,1,7,6.958607315
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCO/N=C/C2=CC=CN2C3=NC=CC(=N3)C4=CC=CS4)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]5CCCN5C(=O)C)OP(=O)(O)O,Pubchem,active,1027.112,1.3175,8,17,7.026872146
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4CCCO4)OC,Pubchem,active,403.46,2.7609,1,8,6.600326279
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC(=CC=C4)N)OC,Pubchem,active,424.482,3.3643,2,8,7.677780705
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O)[C@@H](C)OP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(N)=O,CHEMBL,active,1840.862,-7.5405,23,27,7.153415497
CCn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)ncc1CC2,CHEMBL,active,516.528,2.9515,2,9,8.22184875
CN(C)CCCN1CCC(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,CHEMBL,active,572.636,3.8479,2,9,7.37675071
COC(=O)c1sccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)ncc1[N+](=O)[O-],CHEMBL,active,552.661,3.9363,2,12,9.294136288
CN(C)C1=CC=CC(=C1)COC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,Pubchem,active,452.536,3.8481,1,8,7.508638306
COc1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=O)C3)cc1OC,CHEMBL,active,396.834,4.0524,2,6,7.508638306
Cc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,CHEMBL,active,334.383,2.12662,2,6,7.853871964
CC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)Cl)C(=O)N,Pubchem,active,397.887,4.72672,1,5,7.677780705
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O)[C@@H](C)OP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(N)=O,CHEMBL,active,1830.31,-6.7953,23,25,7.045178817
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=C(C=CC=C2F)OC3=CC=CC(=C3)OCC4=CC=CC=C4)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]5CCCN5C(=O)C)OP(=O)(O)O,Pubchem,active,1079.174,4.4909,8,13,7.950781977
CC(=O)Nc1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(=O)c3ccccc3)n2)cc1,CHEMBL,active,468.473,5.0614,3,8,6.045757491
CN(C)CC(=O)N1CCC2=CC(=C(C=C21)NC3=NC=C(C(=N3)NC4=C(SC=C4)C(=O)OC)C(F)(F)F)OC,Pubchem,active,550.563,4.29,2,10,9.294136288
COC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N,Pubchem,active,379.441,3.7735,1,6,7.920818754
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCO/N=C/C2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,Pubchem,active,877.934,0.0083,8,13,6.253365801
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC(=NC=C5)N)C(=O)N,Pubchem,active,523.54,5.9889,2,7,9
COc1cc2ncn(-c3cc(OCCCc4ccccc4)c(C(N)=O)s3)c2cc1OC,CHEMBL,active,437.521,4.2147,1,7,7.214670165
C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@H](O)CN4CCCC4)cc32)sc1C(N)=O)c1ccccc1Cl,CHEMBL,active,541.073,4.8148,2,8,8.522878745
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1Cc1ccsc1,CHEMBL,active,573.727,4.47472,2,11,6.575118363
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=CC=C(C=C4)S(=O)(=O)NC5=CC=CC=C5)C,Pubchem,active,506.632,4.525,2,7,6.962573502
C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC[C@@H](CN5CCCC5)O)C(=O)N,Pubchem,active,541.073,4.8148,2,8,8.522878745
C[C@H]([C@H]1C(=O)N2[C@@H](CC[C@H]2OCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)C3=CC(=CC=C3)OCC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)OC)OP(=O)(O)O,Pubchem,active,856.864,-0.7729,8,13,6.193820026
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=CC=C(C=C2)CCO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)C)OP(=O)(O)O,Pubchem,active,907.016,0.5153,9,12,6.661543506
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)Nc4ccccc4)cc3)nc2N1C1CCCC1,CHEMBL,active,506.632,4.525,2,7,6.962573502
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)OCCOC)C,Pubchem,active,536.677,4.4218,2,8,6.462558717
CC[C@@H]1C2=C(N=CN2C3=CN=C(N=C3N1C4CCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC)C(=O)OCC,Pubchem,active,602.74,4.6289,2,11,8.677780705
COc1cc2ncn(-c3cc(OCc4ccc(S(C)(=O)=O)cc4)c(C#N)s3)c2cc1OC,CHEMBL,active,469.544,3.95838,0,9,6.199998172
CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C[C@H](C(=O)N4C)CC=C)C5CCCC5)OC,Pubchem,active,547.704,3.9705,2,8,7.15490196
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1Cc1ccc(Cl)cc1,CHEMBL,active,602.143,5.06662,2,10,6.790484985
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=C(C=CC=C2F)OC3=CC=CC(=C3)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,Pubchem,active,989.049,2.6175,9,13,6.725842151
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4=CC=C(C=C4)F)NC5=C(C=C(C=C5)C(=O)NN6CCN(CC6)C)OC)C,Pubchem,active,586.676,3.62052,2,11,6.54668166
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,Pubchem,active,521.666,3.5568,2,8,9.080921908
COc1ccc2c(c1)ncn2-c1cc(OCc2ccccc2C(F)(F)F)c(C(N)=O)s1,CHEMBL,active,447.438,4.7923,1,6,8.096910013
CC(C)(C1=NC(=CC=C1)N2C=C(C3=CN=C(N=C32)NC4=CC=C(C=C4)C(=O)NC5CCOCC5)F)O,Pubchem,active,490.539,3.8344,3,8,8.045757491
CN(C)CCCC1=CC(=CN=C1)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)Cl,Pubchem,active,438.988,4.7252,2,6,9
CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=C(C=CS4)C(=O)OC)[N+](=O)[O-],Pubchem,active,469.527,3.4719,2,11,8.301899454
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,CHEMBL,active,500.607,2.886,2,10,6.455931956
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=CC=C(C=C4)S(=O)(=O)NCC(C)C)C,Pubchem,active,486.642,3.6585,2,7,7.331800516
Cc1ccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)cc1,CHEMBL,active,363.442,4.07332,1,5,7.15490196
